"No.","Time","Source","Destination","Protocol","Length","Info"
"5746","389.913148","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1521/61701, ttl=128 (reply in 5747)"
"5747","389.950387","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1521/61701, ttl=53 (request in 5746)"
"5765","390.932912","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1522/61957, ttl=128 (reply in 5766)"
"5766","391.010355","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1522/61957, ttl=53 (request in 5765)"
"5774","391.949304","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1523/62213, ttl=128 (reply in 5775)"
"5775","391.990484","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1523/62213, ttl=53 (request in 5774)"
"5785","392.962282","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1524/62469, ttl=128 (reply in 5786)"
"5786","393.010432","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1524/62469, ttl=53 (request in 5785)"
"5791","393.978591","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1525/62725, ttl=128 (reply in 5792)"
"5792","394.032650","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1525/62725, ttl=53 (request in 5791)"
"5827","394.989315","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1526/62981, ttl=128 (reply in 5828)"
"5828","395.030518","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1526/62981, ttl=53 (request in 5827)"
"5891","396.009116","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1527/63237, ttl=128 (reply in 5893)"
"5893","396.050679","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1527/63237, ttl=53 (request in 5891)"
"5921","397.026701","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1528/63493, ttl=128 (reply in 5922)"
"5922","397.073615","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1528/63493, ttl=53 (request in 5921)"
"5927","398.046563","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1529/63749, ttl=128 (reply in 5928)"
"5928","398.092653","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1529/63749, ttl=53 (request in 5927)"
"5929","399.065566","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1530/64005, ttl=128 (reply in 5930)"
"5930","399.120701","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1530/64005, ttl=53 (request in 5929)"
"5955","400.085288","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1531/64261, ttl=128 (reply in 5959)"
"5959","400.130572","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1531/64261, ttl=53 (request in 5955)"
"5999","401.104112","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1532/64517, ttl=128 (reply in 6000)"
"6000","401.150638","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1532/64517, ttl=53 (request in 5999)"
"6001","402.119318","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1533/64773, ttl=128 (reply in 6002)"
"6002","402.170637","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1533/64773, ttl=53 (request in 6001)"
"6043","403.131943","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1534/65029, ttl=128 (reply in 6048)"
"6048","403.166754","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1534/65029, ttl=53 (request in 6043)"
"6118","404.157831","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1535/65285, ttl=128 (reply in 6120)"
"6120","404.210374","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1535/65285, ttl=53 (request in 6118)"
"6149","405.170746","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1536/6, ttl=128 (reply in 6163)"
"6163","405.215514","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1536/6, ttl=53 (request in 6149)"
"6225","406.253698","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1537/262, ttl=128 (reply in 6229)"
"6229","406.287626","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1537/262, ttl=53 (request in 6225)"
"6274","407.268440","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1538/518, ttl=128 (reply in 6275)"
"6275","407.312747","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1538/518, ttl=53 (request in 6274)"
"6302","408.287874","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1539/774, ttl=128 (reply in 6303)"
"6303","408.332765","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1539/774, ttl=53 (request in 6302)"
"6343","409.304531","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1540/1030, ttl=128 (reply in 6345)"
"6345","409.352735","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1540/1030, ttl=53 (request in 6343)"
"6380","410.324810","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1541/1286, ttl=128 (reply in 6381)"
"6381","410.365936","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1541/1286, ttl=53 (request in 6380)"
"6420","411.342774","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1542/1542, ttl=128 (reply in 6423)"
"6423","411.392750","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1542/1542, ttl=53 (request in 6420)"
"6450","412.350224","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1543/1798, ttl=128 (reply in 6452)"
"6452","412.393929","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1543/1798, ttl=53 (request in 6450)"
"6488","413.367879","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1544/2054, ttl=128 (reply in 6490)"
"6490","413.412943","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1544/2054, ttl=53 (request in 6488)"
"6520","414.382799","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1545/2310, ttl=128 (reply in 6523)"
"6523","414.427925","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1545/2310, ttl=53 (request in 6520)"
"6550","415.397766","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1546/2566, ttl=128 (no response found!)"
"6685","420.249584","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1547/2822, ttl=128 (reply in 6686)"
"6686","420.288170","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1547/2822, ttl=53 (request in 6685)"
"6706","421.268835","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1548/3078, ttl=128 (reply in 6708)"
"6708","421.323288","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1548/3078, ttl=53 (request in 6706)"
"6754","422.287214","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1549/3334, ttl=128 (reply in 6756)"
"6756","422.332939","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1549/3334, ttl=53 (request in 6754)"
"6789","423.304386","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1550/3590, ttl=128 (reply in 6790)"
"6790","423.355334","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1550/3590, ttl=53 (request in 6789)"
"6809","424.311940","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1551/3846, ttl=128 (reply in 6813)"
"6813","424.373109","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1551/3846, ttl=53 (request in 6809)"
"6838","425.332334","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1552/4102, ttl=128 (reply in 6839)"
"6839","425.374004","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1552/4102, ttl=53 (request in 6838)"
"6852","426.347000","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1553/4358, ttl=128 (reply in 6853)"
"6853","426.394037","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1553/4358, ttl=53 (request in 6852)"
"6870","427.366319","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1554/4614, ttl=128 (reply in 6871)"
"6871","427.423348","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1554/4614, ttl=53 (request in 6870)"
"6883","428.384597","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1555/4870, ttl=128 (reply in 6884)"
"6884","428.446033","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1555/4870, ttl=53 (request in 6883)"
"6901","429.401632","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1556/5126, ttl=128 (reply in 6905)"
"6905","429.453090","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1556/5126, ttl=53 (request in 6901)"
"6927","430.421495","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1557/5382, ttl=128 (reply in 6930)"
"6930","430.470960","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1557/5382, ttl=53 (request in 6927)"
"6954","431.442505","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1558/5638, ttl=128 (reply in 6956)"
"6956","431.490923","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1558/5638, ttl=53 (request in 6954)"
"7022","432.456010","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1559/5894, ttl=128 (reply in 7024)"
"7024","432.515213","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1559/5894, ttl=53 (request in 7022)"
"7042","433.472226","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1560/6150, ttl=128 (reply in 7046)"
"7046","433.541549","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1560/6150, ttl=53 (request in 7042)"
"7066","434.486968","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1561/6406, ttl=128 (reply in 7069)"
"7069","434.531062","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1561/6406, ttl=53 (request in 7066)"
"7094","435.504438","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1562/6662, ttl=128 (reply in 7096)"
"7096","435.554693","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1562/6662, ttl=53 (request in 7094)"
"7159","436.517430","192.168.92.37","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=1563/6918, ttl=128 (reply in 7160)"
"7160","436.573288","8.8.8.8","192.168.92.37","ICMP","74","Echo (ping) reply    id=0x0001, seq=1563/6918, ttl=53 (request in 7159)"
