"No.","Time","Source","Destination","Protocol","Length","Info"
"20010","1058.487354","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=709/50434, ttl=53 (request in 20009)"
"20015","1059.451977","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=710/50690, ttl=128 (reply in 20016)"
"20016","1059.496547","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=710/50690, ttl=53 (request in 20015)"
"20019","1060.468650","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=711/50946, ttl=128 (reply in 20020)"
"20020","1060.523567","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=711/50946, ttl=53 (request in 20019)"
"20021","1061.487694","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=712/51202, ttl=128 (reply in 20022)"
"20022","1061.530325","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=712/51202, ttl=53 (request in 20021)"
"20024","1062.503729","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=713/51458, ttl=128 (reply in 20025)"
"20025","1062.567316","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=713/51458, ttl=53 (request in 20024)"
"20029","1063.510992","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=714/51714, ttl=128 (reply in 20031)"
"20031","1063.840134","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=714/51714, ttl=53 (request in 20029)"
"20037","1064.524873","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=715/51970, ttl=128 (reply in 20042)"
"20042","1064.676527","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=715/51970, ttl=53 (request in 20037)"
"20043","1065.543362","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=716/52226, ttl=128 (reply in 20044)"
"20044","1065.600527","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=716/52226, ttl=53 (request in 20043)"
"20045","1066.556922","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=717/52482, ttl=128 (reply in 20046)"
"20046","1066.598323","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=717/52482, ttl=53 (request in 20045)"
"20047","1067.577440","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=718/52738, ttl=128 (reply in 20048)"
"20048","1067.608438","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=718/52738, ttl=53 (request in 20047)"
"20051","1068.595993","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=719/52994, ttl=128 (reply in 20052)"
"20052","1068.672696","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=719/52994, ttl=53 (request in 20051)"
"20056","1069.611173","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=720/53250, ttl=128 (reply in 20057)"
"20057","1069.672201","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=720/53250, ttl=53 (request in 20056)"
"20058","1070.628129","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=721/53506, ttl=128 (reply in 20059)"
"20059","1070.792661","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=721/53506, ttl=53 (request in 20058)"
"20060","1071.648693","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=722/53762, ttl=128 (reply in 20061)"
"20061","1071.694864","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=722/53762, ttl=53 (request in 20060)"
"20062","1072.662982","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=723/54018, ttl=128 (reply in 20063)"
"20063","1072.832566","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=723/54018, ttl=53 (request in 20062)"
"20064","1073.680611","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=724/54274, ttl=128 (reply in 20065)"
"20065","1073.830811","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=724/54274, ttl=53 (request in 20064)"
"20132","1074.694224","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=725/54530, ttl=128 (reply in 20133)"
"20133","1074.753194","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=725/54530, ttl=53 (request in 20132)"
"20137","1075.708315","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=726/54786, ttl=128 (reply in 20138)"
"20138","1075.790562","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=726/54786, ttl=53 (request in 20137)"
"20139","1076.726413","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=727/55042, ttl=128 (reply in 20140)"
"20140","1076.774784","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=727/55042, ttl=53 (request in 20139)"
"20141","1077.733882","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=728/55298, ttl=128 (reply in 20142)"
"20142","1077.776722","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=728/55298, ttl=53 (request in 20141)"
"20143","1078.755499","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=729/55554, ttl=128 (reply in 20144)"
"20144","1078.892771","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=729/55554, ttl=53 (request in 20143)"
"20145","1079.770788","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=730/55810, ttl=128 (reply in 20146)"
"20146","1079.912741","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=730/55810, ttl=53 (request in 20145)"
"20147","1080.777044","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=731/56066, ttl=128 (reply in 20148)"
"20148","1080.822975","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=731/56066, ttl=53 (request in 20147)"
"20176","1081.789968","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=732/56322, ttl=128 (reply in 20177)"
"20177","1081.844505","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=732/56322, ttl=53 (request in 20176)"
"20180","1082.808515","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=733/56578, ttl=128 (reply in 20181)"
"20181","1082.844699","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=733/56578, ttl=53 (request in 20180)"
"20182","1083.827743","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=734/56834, ttl=128 (reply in 20183)"
"20183","1083.911057","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=734/56834, ttl=53 (request in 20182)"
"20190","1084.843635","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=735/57090, ttl=128 (reply in 20191)"
"20191","1084.888947","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=735/57090, ttl=53 (request in 20190)"
"22345","1211.635273","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=736/57346, ttl=128 (reply in 22346)"
"22346","1211.690033","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=736/57346, ttl=53 (request in 22345)"
"22347","1212.647697","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=737/57602, ttl=128 (reply in 22348)"
"22348","1212.690851","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=737/57602, ttl=53 (request in 22347)"
"22349","1213.665972","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=738/57858, ttl=128 (reply in 22350)"
"22350","1213.709952","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=738/57858, ttl=53 (request in 22349)"
"22354","1214.681729","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=739/58114, ttl=128 (reply in 22355)"
"22355","1214.730542","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=739/58114, ttl=53 (request in 22354)"
"22356","1215.698188","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=740/58370, ttl=128 (reply in 22357)"
"22357","1215.739939","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=740/58370, ttl=53 (request in 22356)"
"22362","1216.717564","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=741/58626, ttl=128 (reply in 22363)"
"22363","1216.767814","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=741/58626, ttl=53 (request in 22362)"
"22364","1217.730915","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=742/58882, ttl=128 (reply in 22365)"
"22365","1217.780921","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=742/58882, ttl=53 (request in 22364)"
"22366","1218.746692","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=743/59138, ttl=128 (reply in 22367)"
"22367","1218.789648","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=743/59138, ttl=53 (request in 22366)"
"22370","1219.757586","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=744/59394, ttl=128 (reply in 22371)"
"22371","1219.800916","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=744/59394, ttl=53 (request in 22370)"
"22372","1220.775546","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=745/59650, ttl=128 (reply in 22373)"
"22373","1220.819743","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=745/59650, ttl=53 (request in 22372)"
"22382","1221.798339","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=746/59906, ttl=128 (reply in 22384)"
"22384","1221.840970","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=746/59906, ttl=53 (request in 22382)"
"22391","1222.820084","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=747/60162, ttl=128 (reply in 22392)"
"22392","1222.860128","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=747/60162, ttl=53 (request in 22391)"
"22393","1223.834548","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=748/60418, ttl=128 (reply in 22394)"
"22394","1223.890336","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=748/60418, ttl=53 (request in 22393)"
"22403","1224.854605","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=749/60674, ttl=128 (reply in 22404)"
"22404","1224.900210","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=749/60674, ttl=53 (request in 22403)"
"22405","1225.871177","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=750/60930, ttl=128 (reply in 22406)"
"22406","1225.921838","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=750/60930, ttl=53 (request in 22405)"
"22407","1226.888448","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=751/61186, ttl=128 (reply in 22408)"
"22408","1226.938037","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=751/61186, ttl=53 (request in 22407)"
"22413","1227.902476","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=752/61442, ttl=128 (reply in 22414)"
"22414","1227.949503","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=752/61442, ttl=53 (request in 22413)"
"22415","1228.921683","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=753/61698, ttl=128 (reply in 22416)"
"22416","1228.978124","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=753/61698, ttl=53 (request in 22415)"
"22428","1229.934701","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=754/61954, ttl=128 (reply in 22433)"
"22433","1229.971845","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=754/61954, ttl=53 (request in 22428)"
"22527","1230.955728","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=755/62210, ttl=128 (reply in 22529)"
"22529","1230.992811","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=755/62210, ttl=53 (request in 22527)"
"22562","1231.974590","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=756/62466, ttl=128 (reply in 22565)"
"22565","1232.020126","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=756/62466, ttl=53 (request in 22562)"
"22593","1232.987636","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=757/62722, ttl=128 (reply in 22594)"
"22594","1233.029914","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=757/62722, ttl=53 (request in 22593)"
"22598","1234.002978","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=758/62978, ttl=128 (reply in 22600)"
"22600","1234.049838","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=758/62978, ttl=53 (request in 22598)"
"22608","1235.021824","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=759/63234, ttl=128 (reply in 22612)"
"22612","1235.071799","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=759/63234, ttl=53 (request in 22608)"
"22647","1236.040551","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=760/63490, ttl=128 (reply in 22650)"
"22650","1236.079866","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=760/63490, ttl=53 (request in 22647)"
"22683","1237.055361","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=761/63746, ttl=128 (reply in 22686)"
"22686","1237.090964","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=761/63746, ttl=53 (request in 22683)"
"22690","1238.065790","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=762/64002, ttl=128 (reply in 22691)"
"22691","1238.111317","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=762/64002, ttl=53 (request in 22690)"
"22692","1239.084954","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=763/64258, ttl=128 (reply in 22693)"
"22693","1239.130173","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=763/64258, ttl=53 (request in 22692)"
"22694","1240.103812","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=764/64514, ttl=128 (reply in 22697)"
"22697","1240.149796","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=764/64514, ttl=53 (request in 22694)"
"22698","1241.109149","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=765/64770, ttl=128 (reply in 22699)"
"22699","1241.158102","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=765/64770, ttl=53 (request in 22698)"
"22700","1242.125146","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=766/65026, ttl=128 (reply in 22701)"
"22701","1242.170407","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=766/65026, ttl=53 (request in 22700)"
"22745","1243.139679","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=767/65282, ttl=128 (reply in 22746)"
"22746","1243.180957","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=767/65282, ttl=53 (request in 22745)"
"22761","1244.153731","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=768/3, ttl=128 (reply in 22764)"
"22764","1244.207039","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=768/3, ttl=53 (request in 22761)"
"22772","1245.171133","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=769/259, ttl=128 (reply in 22773)"
"22773","1245.211102","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=769/259, ttl=53 (request in 22772)"
"22776","1246.188348","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=770/515, ttl=128 (reply in 22777)"
"22777","1246.231212","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=770/515, ttl=53 (request in 22776)"
"22778","1247.199252","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=771/771, ttl=128 (reply in 22779)"
"22779","1247.242059","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=771/771, ttl=53 (request in 22778)"
"22780","1248.214620","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=772/1027, ttl=128 (reply in 22781)"
"22781","1248.260201","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=772/1027, ttl=53 (request in 22780)"
"22782","1249.235201","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=773/1283, ttl=128 (reply in 22783)"
"22783","1249.280360","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=773/1283, ttl=53 (request in 22782)"
"22784","1250.253557","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=774/1539, ttl=128 (reply in 22785)"
"22785","1250.300475","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=774/1539, ttl=53 (request in 22784)"
"22786","1251.265666","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=775/1795, ttl=128 (reply in 22787)"
"22787","1251.318210","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=775/1795, ttl=53 (request in 22786)"
"22791","1252.286482","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=776/2051, ttl=128 (reply in 22792)"
"22792","1252.330310","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=776/2051, ttl=53 (request in 22791)"
"22793","1253.301302","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=777/2307, ttl=128 (reply in 22794)"
"22794","1253.340302","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=777/2307, ttl=53 (request in 22793)"
"22798","1254.317753","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=778/2563, ttl=128 (reply in 22799)"
"22799","1254.368325","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=778/2563, ttl=53 (request in 22798)"
"22800","1255.339508","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=779/2819, ttl=128 (reply in 22801)"
"22801","1255.380379","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=779/2819, ttl=53 (request in 22800)"
"22802","1256.354372","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=780/3075, ttl=128 (reply in 22803)"
"22803","1256.409313","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=780/3075, ttl=53 (request in 22802)"
"22804","1257.373605","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=781/3331, ttl=128 (reply in 22807)"
"22807","1257.450676","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=781/3331, ttl=53 (request in 22804)"
"22810","1258.395262","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=782/3587, ttl=128 (reply in 22811)"
"22811","1258.448502","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=782/3587, ttl=53 (request in 22810)"
"22814","1259.414376","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=783/3843, ttl=128 (reply in 22815)"
"22815","1259.460518","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=783/3843, ttl=53 (request in 22814)"
"22816","1260.432082","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=784/4099, ttl=128 (reply in 22817)"
"22817","1260.480665","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=784/4099, ttl=53 (request in 22816)"
"22818","1261.450926","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=785/4355, ttl=128 (reply in 22819)"
"22819","1261.529444","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=785/4355, ttl=53 (request in 22818)"
"22822","1262.469160","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=786/4611, ttl=128 (reply in 22823)"
"22823","1262.535304","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=786/4611, ttl=53 (request in 22822)"
"22830","1263.474583","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=787/4867, ttl=128 (reply in 22831)"
"22831","1263.528707","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=787/4867, ttl=53 (request in 22830)"
"22836","1264.491266","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=788/5123, ttl=128 (reply in 22837)"
"22837","1264.530604","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=788/5123, ttl=53 (request in 22836)"
"22840","1265.505114","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=789/5379, ttl=128 (reply in 22842)"
"22842","1265.558499","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=789/5379, ttl=53 (request in 22840)"
"22844","1266.521490","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=790/5635, ttl=128 (reply in 22845)"
"22845","1266.561049","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=790/5635, ttl=53 (request in 22844)"
"22850","1267.537131","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=791/5891, ttl=128 (reply in 22851)"
"22851","1267.580792","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=791/5891, ttl=53 (request in 22850)"
"22852","1268.555348","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=792/6147, ttl=128 (reply in 22853)"
"22853","1268.600552","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=792/6147, ttl=53 (request in 22852)"
"22854","1269.562054","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=793/6403, ttl=128 (reply in 22855)"
"22855","1269.610969","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=793/6403, ttl=53 (request in 22854)"
"22856","1270.580025","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=794/6659, ttl=128 (reply in 22857)"
"22857","1270.620757","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=794/6659, ttl=53 (request in 22856)"
"22858","1271.593905","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=795/6915, ttl=128 (reply in 22859)"
"22859","1271.641711","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=795/6915, ttl=53 (request in 22858)"
"22860","1272.609961","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=796/7171, ttl=128 (reply in 22861)"
"22861","1272.652117","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=796/7171, ttl=53 (request in 22860)"
"22862","1273.629496","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=797/7427, ttl=128 (reply in 22863)"
"22863","1273.678554","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=797/7427, ttl=53 (request in 22862)"
"22871","1274.643772","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=798/7683, ttl=128 (reply in 22872)"
"22872","1274.691692","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=798/7683, ttl=53 (request in 22871)"
"22873","1275.662219","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=799/7939, ttl=128 (reply in 22874)"
"22874","1275.711753","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=799/7939, ttl=53 (request in 22873)"
"22875","1276.682435","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=800/8195, ttl=128 (reply in 22876)"
"22876","1276.738764","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=800/8195, ttl=53 (request in 22875)"
"22877","1277.694864","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=801/8451, ttl=128 (reply in 22878)"
"22878","1277.743016","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=801/8451, ttl=53 (request in 22877)"
"22883","1278.712948","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=802/8707, ttl=128 (reply in 22884)"
"22884","1278.761879","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=802/8707, ttl=53 (request in 22883)"
"22885","1279.732758","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=803/8963, ttl=128 (reply in 22886)"
"22886","1279.780820","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=803/8963, ttl=53 (request in 22885)"
"22887","1280.747928","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=804/9219, ttl=128 (reply in 22888)"
"22888","1280.790947","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=804/9219, ttl=53 (request in 22887)"
